,true_index,store_id,year,month,day,weekday,is_weekend,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,school_holiday,promotion,customers_per_day,open,predicted_sales
17980,288316,319,2015,3,2,1,0,1,0,0,0,0,1,974,1,11578.372
17981,429415,43,2013,6,2,7,1,1,0,0,0,0,0,0,0,0.0
17982,281949,560,2013,12,28,6,1,1,0,0,0,0,0,2126,1,18066.361
17983,135296,663,2013,3,13,3,0,1,0,0,0,0,0,363,1,2522.458
17984,706738,845,2013,11,26,2,0,1,0,0,0,0,0,261,1,3673.7026
17985,362305,620,2013,2,17,7,1,1,0,0,0,0,0,0,0,0.0
17986,379547,261,2015,6,15,1,0,1,0,0,0,0,1,1284,1,19309.064
17987,41003,194,2013,9,16,1,0,1,0,0,0,0,0,407,1,4345.794
17988,267483,223,2013,6,29,6,1,1,0,0,0,0,0,719,1,6762.088
17989,156952,637,2013,10,15,2,0,1,0,0,0,0,0,557,1,5544.8906
17990,372441,227,2013,2,6,3,0,1,0,0,0,0,1,698,1,7456.3735
17991,440194,611,2014,1,27,1,0,1,0,0,0,0,0,416,1,4048.417
17992,523617,211,2013,2,12,2,0,1,0,0,0,0,0,1553,1,11965.061
17993,78851,361,2014,9,21,7,1,1,0,0,0,0,0,0,0,0.0
17994,219228,169,2013,5,2,4,0,1,0,0,0,0,1,924,1,9874.55
17995,493184,360,2015,5,21,4,0,1,0,0,0,0,1,761,1,7485.773
17996,598200,42,2013,7,20,6,1,1,0,0,0,0,0,887,1,7207.707
17997,498941,268,2014,5,27,2,0,1,0,0,0,0,0,487,1,3815.1777
17998,644105,772,2013,3,30,6,1,1,0,0,0,0,0,651,1,7382.565
17999,300508,130,2014,5,11,7,1,1,0,0,0,0,0,0,0,0.0
18000,513968,850,2013,12,27,5,1,1,0,0,0,1,0,704,1,6465.028
18001,351346,107,2013,3,16,6,1,1,0,0,0,0,0,829,1,8728.602
18002,40484,893,2015,5,21,4,0,1,0,0,0,0,1,841,1,8025.5596
18003,572244,529,2015,7,8,3,0,1,0,0,0,0,0,699,1,6184.317
18004,177454,2,2014,11,16,7,1,1,0,0,0,0,0,0,0,0.0
18005,253686,257,2013,3,18,1,0,1,0,0,0,0,1,882,1,8424.494
18006,174233,939,2013,12,4,3,0,1,0,0,0,0,1,657,1,8602.865
18007,677339,370,2014,3,27,4,0,1,0,0,0,0,0,592,1,6422.9463
18008,222881,263,2013,8,31,6,1,1,0,0,0,0,0,399,1,3962.4238
18009,366421,600,2013,9,23,1,0,1,0,0,0,0,1,673,1,7263.644
18010,701710,669,2015,4,20,1,0,1,0,0,0,0,0,351,1,3675.798
18011,59523,338,2015,4,23,4,0,1,0,0,0,0,0,458,1,4643.4814
18012,539327,95,2014,8,4,1,0,1,0,0,0,1,1,1027,1,11207.566
18013,607027,1087,2013,6,23,7,1,1,0,0,0,0,0,0,0,0.0
18014,420226,74,2014,8,16,6,1,1,0,0,0,0,0,682,1,5664.1885
18015,580766,472,2014,5,27,2,0,1,0,0,0,0,0,602,1,5083.741
18016,238303,416,2015,1,20,2,0,1,0,0,0,0,0,1183,1,8446.169
18017,349108,220,2014,1,29,3,0,1,0,0,0,0,0,609,1,4719.403
18018,367656,556,2015,1,29,4,0,1,0,0,0,0,1,916,1,7528.576
18019,235883,154,2015,7,10,5,1,1,0,0,0,0,0,679,1,6873.3315
18020,172137,82,2014,6,9,1,0,0,1,0,0,0,0,0,0,0.0
18021,17860,259,2013,8,13,2,0,1,0,0,0,1,1,2156,1,10819.238
18022,404575,203,2013,10,14,1,0,1,0,0,0,0,0,769,1,5368.237
18023,551987,906,2013,5,4,6,1,1,0,0,0,0,0,1166,1,9941.469
18024,641610,637,2015,3,23,1,0,1,0,0,0,0,0,590,1,6372.1626
18025,29208,49,2013,12,18,3,0,1,0,0,0,0,1,777,1,10276.161
18026,52661,882,2013,6,3,1,0,1,0,0,0,0,1,979,1,8617.814
18027,308237,130,2013,9,10,2,0,1,0,0,0,0,1,588,1,6088.7554
18028,97628,67,2013,2,9,6,1,1,0,0,0,0,0,577,1,5719.4336
18029,232373,317,2014,1,5,7,1,1,0,0,0,0,0,0,0,0.0
18030,494285,771,2013,8,14,3,0,1,0,0,0,1,1,783,1,7422.3164
18031,229232,912,2014,12,27,6,1,1,0,0,0,0,0,1115,1,8755.794
18032,56969,1062,2013,11,6,3,0,1,0,0,0,0,1,606,1,6155.8584
18033,32344,966,2014,3,8,6,1,1,0,0,0,0,0,465,1,3877.4744
18034,323497,508,2013,4,22,1,0,1,0,0,0,0,1,764,1,9339.252
18035,422553,289,2014,9,19,5,1,1,0,0,0,0,1,562,1,6201.8223
18036,197491,904,2015,7,10,5,1,1,0,0,0,0,0,469,1,4868.2324
18037,10778,386,2013,4,10,3,0,1,0,0,0,0,1,732,1,8900.741
18038,371433,373,2014,12,18,4,0,1,0,0,0,0,1,454,1,6637.0376
18039,657879,133,2013,10,5,6,1,1,0,0,0,0,0,378,1,3489.1423
18040,306299,695,2014,1,16,4,0,1,0,0,0,0,0,472,1,4538.675
18041,428743,611,2014,6,11,3,0,1,0,0,0,1,0,407,1,4625.349
18042,573636,195,2014,12,8,1,0,1,0,0,0,0,0,1232,1,8951.644
18043,551850,801,2014,3,18,2,0,1,0,0,0,0,1,452,1,4782.833
18044,485516,1082,2013,4,8,1,0,1,0,0,0,0,1,1193,1,9402.565
18045,675218,716,2014,3,30,7,1,1,0,0,0,0,0,0,0,0.0
18046,561544,343,2013,3,14,4,0,1,0,0,0,0,0,572,1,4703.467
18047,635802,449,2015,5,29,5,1,1,0,0,0,0,0,1397,1,10139.962
18048,160305,242,2014,4,29,2,0,1,0,0,0,0,1,389,1,4727.2
18049,189377,642,2014,3,25,2,0,1,0,0,0,0,0,430,1,3267.0571
18050,14832,110,2013,12,4,3,0,1,0,0,0,0,1,738,1,7056.934
18051,622683,67,2013,8,27,2,0,1,0,0,0,1,1,794,1,8530.744
18052,307908,1040,2013,11,18,1,0,1,0,0,0,0,1,1150,1,11184.406
18053,611962,484,2013,1,7,1,0,1,0,0,0,0,1,808,1,9180.375
18054,262732,550,2014,6,8,7,1,1,0,0,0,0,0,0,0,0.0
18055,122584,770,2014,10,5,7,1,1,0,0,0,0,0,0,0,0.0
18056,50781,251,2014,5,15,4,0,1,0,0,0,0,0,2239,1,16454.39
18057,683958,146,2013,8,2,5,1,1,0,0,0,1,1,642,1,7042.552
18058,128744,876,2015,5,2,6,1,1,0,0,0,0,0,442,1,4444.127
18059,699309,276,2013,9,25,3,0,1,0,0,0,0,1,545,1,5944.8877
18060,88759,326,2015,3,27,5,1,1,0,0,0,1,0,457,1,4719.277
18061,458556,608,2014,6,23,1,0,1,0,0,0,0,0,855,1,7592.172
18062,99694,37,2013,6,24,1,0,1,0,0,0,0,0,705,1,5482.323
18063,94771,548,2015,7,24,5,1,1,0,0,0,0,0,295,1,3423.516
18064,19294,332,2014,10,1,3,0,1,0,0,0,0,1,608,1,5682.851
18065,361801,965,2014,4,15,2,0,1,0,0,0,1,1,1238,1,12566.042
18066,558401,93,2013,11,10,7,1,1,0,0,0,0,0,0,0,0.0
18067,540721,1005,2014,12,9,2,0,1,0,0,0,0,0,1026,1,7460.451
18068,544947,403,2015,2,22,7,1,1,0,0,0,0,0,0,0,0.0
18069,585685,904,2015,3,26,4,0,1,0,0,0,0,0,414,1,4540.0205
18070,247141,179,2014,12,23,2,0,1,0,0,0,1,0,1472,1,14782.075
18071,515982,974,2014,4,4,5,1,1,0,0,0,0,1,1668,1,12364.901
18072,538920,527,2014,11,10,1,0,1,0,0,0,0,1,1086,1,11759.169
18073,560571,888,2015,5,19,2,0,1,0,0,0,0,1,777,1,8773.067
18074,621808,1022,2014,11,18,2,0,1,0,0,0,0,0,769,1,6603.1084
18075,569705,807,2014,10,20,1,0,1,0,0,0,1,1,1170,1,12327.607
18076,526032,1066,2015,6,10,3,0,1,0,0,0,0,0,1027,1,9494.812
18077,622985,61,2014,7,19,6,1,1,0,0,0,0,0,573,1,4801.073
18078,413753,503,2015,5,18,1,0,1,0,0,0,1,1,595,1,7867.194
18079,122444,837,2013,4,15,1,0,1,0,0,0,0,0,353,1,2209.8696
18080,447335,156,2014,4,17,4,0,1,0,0,0,0,1,1128,1,11499.871
18081,111768,817,2015,2,16,1,0,1,0,0,0,0,1,3010,1,23866.953
18082,244827,358,2013,11,28,4,0,1,0,0,0,0,0,1012,1,9074.434
18083,112830,61,2014,1,7,2,0,1,0,0,0,0,1,807,1,9387.076
18084,384836,1097,2013,11,23,6,1,1,0,0,0,0,0,1730,1,6957.7
18085,21750,104,2014,3,10,1,0,1,0,0,0,0,0,1328,1,9161.17
18086,514151,324,2015,6,14,7,1,1,0,0,0,0,0,0,0,0.0
18087,322125,407,2013,4,12,5,1,1,0,0,0,0,1,327,1,4095.8428
18088,156935,40,2013,8,18,7,1,1,0,0,0,0,0,0,0,0.0
18089,257952,1023,2013,11,28,4,0,1,0,0,0,0,0,626,1,6145.793
18090,549663,849,2015,3,11,3,0,1,0,0,0,0,0,795,1,6757.0703
18091,592636,1058,2013,12,5,4,0,1,0,0,0,0,1,775,1,9367.638
18092,106961,1009,2014,4,4,5,1,1,0,0,0,0,1,471,1,5052.649
18093,598207,455,2014,2,20,4,0,1,0,0,0,0,1,419,1,5340.378
18094,236502,727,2013,4,6,6,1,1,0,0,0,0,0,273,1,2492.917
18095,363090,427,2015,5,9,6,1,1,0,0,0,0,0,692,1,7627.731
18096,386672,433,2014,10,10,5,1,1,0,0,0,0,1,696,1,7007.143
18097,599372,375,2014,5,4,7,1,1,0,0,0,0,0,0,0,0.0
18098,383092,909,2014,6,7,6,1,1,0,0,0,0,0,968,1,8024.572
18099,227049,762,2013,1,30,3,0,1,0,0,0,0,0,314,1,2644.2063
18100,383397,1019,2014,4,17,4,0,1,0,0,0,1,1,1032,1,9830.293
18101,263767,992,2013,5,29,3,0,1,0,0,0,0,1,843,1,7069.419
18102,325100,886,2015,5,3,7,1,1,0,0,0,0,0,0,0,0.0
18103,602224,491,2015,7,30,4,0,1,0,0,0,1,1,623,1,8408.351
18104,648948,934,2013,11,23,6,1,1,0,0,0,0,0,461,1,4090.563
18105,520018,722,2013,8,4,7,1,1,0,0,0,1,0,0,0,0.0
18106,618294,79,2015,2,28,6,1,1,0,0,0,0,0,497,1,4900.65
18107,220886,721,2013,6,20,4,0,1,0,0,0,0,1,676,1,7138.4756
18108,319694,487,2013,11,26,2,0,1,0,0,0,0,0,566,1,5351.1147
18109,222267,1003,2013,12,14,6,1,1,0,0,0,0,0,594,1,6045.0195
18110,185552,566,2014,10,24,5,1,1,0,0,0,1,1,627,1,5158.8296
18111,258754,852,2014,6,25,3,0,1,0,0,0,0,0,512,1,4398.793
18112,40046,834,2014,2,19,3,0,1,0,0,0,0,1,635,1,6203.9854
18113,655043,559,2013,6,30,7,1,1,0,0,0,0,0,0,0,0.0
18114,84453,527,2014,12,3,3,0,1,0,0,0,0,1,1030,1,12351.082
18115,432255,661,2014,7,11,5,1,1,0,0,0,0,0,529,1,5241.0996
18116,115633,83,2015,6,16,2,0,1,0,0,0,0,1,389,1,4874.8853
18117,211341,494,2013,2,13,3,0,1,0,0,0,0,0,1097,1,6913.0845
18118,217174,396,2014,9,8,1,0,1,0,0,0,0,0,1089,1,7902.0938
18119,143140,666,2015,4,10,5,1,1,0,0,0,1,0,540,1,4578.3354
18120,558722,65,2013,10,15,2,0,1,0,0,0,0,0,427,1,4143.392
18121,423389,1025,2014,2,5,3,0,1,0,0,0,0,1,868,1,7671.3457
18122,558976,62,2014,5,7,3,0,1,0,0,0,0,1,818,1,9809.39
18123,124640,401,2015,1,10,6,1,1,0,0,0,0,0,278,1,2814.862
18124,22125,896,2014,11,8,6,1,1,0,0,0,0,0,1127,1,7273.9653
18125,114197,1007,2014,7,22,2,0,1,0,0,0,1,0,631,1,4988.774
18126,146489,200,2013,8,20,2,0,1,0,0,0,1,0,753,1,6864.8633
18127,540079,360,2013,11,4,1,0,1,0,0,0,0,1,896,1,10014.65
18128,629702,658,2013,4,19,5,1,1,0,0,0,0,0,631,1,5306.728
18129,245916,261,2013,10,27,7,1,1,0,0,0,0,0,0,0,0.0
18130,201872,946,2014,5,10,6,1,1,0,0,0,0,0,392,1,3210.7803
18131,608585,849,2013,7,1,1,0,1,0,0,0,1,1,1097,1,11098.286
18132,1374,300,2013,9,21,6,1,1,0,0,0,0,0,787,1,6217.6797
18133,337044,119,2014,4,16,3,0,1,0,0,0,1,1,771,1,7835.2954
18134,223438,583,2014,3,27,4,0,1,0,0,0,0,0,349,1,3241.65
18135,410790,491,2015,1,13,2,0,1,0,0,0,0,1,523,1,6810.4067
18136,708850,978,2015,3,20,5,1,1,0,0,0,0,1,1035,1,8109.7827
18137,65762,941,2013,8,31,6,1,1,0,0,0,0,0,383,1,3683.6453
18138,368158,1072,2015,3,12,4,0,1,0,0,0,0,0,609,1,5667.3325
18139,466234,1060,2013,6,9,7,1,1,0,0,0,0,0,0,0,0.0
18140,298695,314,2013,11,14,4,0,1,0,0,0,0,0,562,1,5106.5703
18141,387123,677,2013,4,14,7,1,1,0,0,0,0,0,0,0,0.0
18142,195314,480,2014,3,30,7,1,1,0,0,0,0,0,0,0,0.0
18143,635977,674,2014,7,19,6,1,1,0,0,0,0,0,635,1,5923.6113
18144,221641,118,2014,4,13,7,1,1,0,0,0,0,0,0,0,0.0
18145,509352,234,2013,9,11,3,0,1,0,0,0,0,1,1130,1,11117.297
18146,194972,845,2013,1,22,2,0,1,0,0,0,0,1,307,1,4246.5117
18147,271970,748,2014,11,20,4,0,1,0,0,0,0,0,414,1,4304.186
18148,549491,691,2014,5,23,5,1,1,0,0,0,0,1,635,1,7888.3647
18149,252947,21,2014,8,27,3,0,1,0,0,0,1,0,347,1,3365.0803
18150,12964,377,2013,12,9,1,0,1,0,0,0,0,0,1001,1,8120.9507
18151,240411,37,2014,3,20,4,0,1,0,0,0,0,1,682,1,6103.3594
18152,620544,790,2013,1,11,5,1,1,0,0,0,1,1,727,1,7267.147
18153,363267,813,2015,4,22,3,0,1,0,0,0,0,0,608,1,4867.8457
18154,625132,1060,2014,12,30,2,0,1,0,0,0,1,0,1025,1,9694.593
18155,697677,564,2014,2,13,4,0,1,0,0,0,0,0,411,1,3977.8218
18156,365036,1026,2013,5,13,1,0,1,0,0,0,0,1,1449,1,12599.635
18157,172754,6,2014,6,13,5,1,1,0,0,0,0,0,642,1,5450.3716
18158,570952,228,2013,3,2,6,1,1,0,0,0,0,0,644,1,7605.968
18159,138986,970,2013,5,9,4,0,0,1,0,0,0,0,0,0,0.0
18160,219717,973,2014,9,10,3,0,1,0,0,0,0,0,869,1,6694.872
18161,664238,69,2013,10,10,4,0,1,0,0,0,0,1,1230,1,9901.485
18162,287618,440,2013,12,10,2,0,1,0,0,0,0,0,579,1,5153.2456
18163,142974,874,2013,6,14,5,1,1,0,0,0,0,0,480,1,4456.605
18164,49707,1038,2015,7,26,7,1,1,0,0,0,0,0,0,0,0.0
18165,385688,425,2014,4,12,6,1,1,0,0,0,0,0,336,1,2420.1575
18166,692220,676,2015,2,8,7,1,1,0,0,0,0,0,2006,1,11302.257
18167,517155,820,2014,5,16,5,1,1,0,0,0,0,0,1089,1,11267.038
18168,280367,739,2013,1,8,2,0,1,0,0,0,0,1,715,1,8874.082
18169,307641,342,2014,6,27,5,1,1,0,0,0,0,0,748,1,6883.006
18170,330639,48,2014,9,10,3,0,1,0,0,0,0,0,374,1,3757.3374
18171,566927,581,2015,7,28,2,0,1,0,0,0,1,1,696,1,6768.513
18172,413186,1043,2014,5,24,6,1,1,0,0,0,0,0,1188,1,8023.684
18173,233296,502,2014,2,24,1,0,1,0,0,0,0,0,1420,1,8617.657
18174,284046,582,2014,7,28,1,0,1,0,0,0,1,1,1081,1,10399.223
18175,689138,173,2014,11,12,3,0,1,0,0,0,0,1,1018,1,8011.673
18176,355909,973,2013,7,29,1,0,1,0,0,0,1,1,809,1,8481.901
18177,343480,991,2014,6,12,4,0,1,0,0,0,0,0,496,1,4687.779
18178,530737,676,2013,5,15,3,0,1,0,0,0,0,1,1556,1,6267.28
18179,706192,110,2015,2,28,6,1,1,0,0,0,0,0,345,1,3183.0698
18180,144175,725,2013,9,21,6,1,1,0,0,0,0,0,515,1,4884.242
18181,411205,870,2013,7,17,3,0,1,0,0,0,1,1,844,1,7819.1997
18182,668857,62,2013,7,23,2,0,1,0,0,0,1,0,705,1,6668.0967
18183,216101,157,2015,3,31,2,0,1,0,0,0,1,1,926,1,12254.517
18184,611512,886,2014,3,29,6,1,1,0,0,0,0,0,399,1,4050.2112
18185,23027,307,2013,5,25,6,1,1,0,0,0,0,0,147,1,1331.8679
18186,112429,100,2013,3,28,4,0,1,0,0,0,1,1,944,1,9959.161
18187,47085,759,2014,9,5,5,1,1,0,0,0,0,1,906,1,8355.897
18188,16150,24,2014,2,12,3,0,1,0,0,0,0,0,756,1,7464.1973
18189,709314,966,2015,4,24,5,1,1,0,0,0,0,0,586,1,4423.5103
18190,528609,817,2013,9,16,1,0,1,0,0,0,0,0,3094,1,19210.201
18191,70434,134,2015,2,13,5,1,1,0,0,0,0,0,539,1,5223.047
18192,489925,613,2013,1,5,6,1,1,0,0,0,0,0,1043,1,6356.238
18193,675409,751,2015,4,2,4,0,1,0,0,0,1,1,584,1,6324.362
18194,613713,418,2013,1,15,2,0,1,0,0,0,0,0,471,1,3767.2026
18195,634884,972,2013,7,29,1,0,1,0,0,0,1,1,531,1,5774.7935
18196,99992,463,2013,2,24,7,1,1,0,0,0,0,0,0,0,0.0
18197,288957,840,2014,9,28,7,1,1,0,0,0,0,0,0,0,0.0
18198,572029,766,2014,3,25,2,0,1,0,0,0,0,0,462,1,4291.2373
18199,101664,769,2014,8,1,5,1,1,0,0,0,1,1,3710,1,12122.411
18200,416208,1030,2015,7,12,7,1,1,0,0,0,0,0,0,0,0.0
18201,440739,1084,2014,2,26,3,0,1,0,0,0,0,0,646,1,5294.9155
18202,515251,989,2014,1,12,7,1,1,0,0,0,0,0,0,0,0.0
18203,643291,963,2014,9,28,7,1,1,0,0,0,0,0,0,0,0.0
18204,89612,336,2014,2,24,1,0,1,0,0,0,0,0,1846,1,11233.012
18205,609848,995,2014,11,3,1,0,1,0,0,0,0,1,1072,1,12576.427
18206,251148,1002,2015,4,14,2,0,1,0,0,0,0,1,846,1,7910.202
18207,289021,344,2014,4,17,4,0,1,0,0,0,0,1,1513,1,11539.722
18208,349710,653,2014,9,23,2,0,1,0,0,0,0,0,429,1,4430.749
18209,326539,137,2015,2,21,6,1,1,0,0,0,0,0,777,1,6859.875
18210,509870,83,2015,4,16,4,0,1,0,0,0,0,1,336,1,3974.4517
18211,177612,1007,2014,10,7,2,0,1,0,0,0,0,1,783,1,7364.832
18212,402923,748,2013,10,26,6,1,1,0,0,0,0,0,451,1,4561.544
18213,501059,690,2014,11,20,4,0,1,0,0,0,0,0,705,1,5558.834
18214,618884,194,2015,2,18,3,0,1,0,0,0,0,1,372,1,4515.3555
18215,252251,1070,2013,3,18,1,0,1,0,0,0,1,1,1158,1,10295.147
18216,687669,615,2014,4,16,3,0,1,0,0,0,1,1,1547,1,12855.337
18217,629298,424,2015,3,2,1,0,1,0,0,0,0,1,1061,1,9942.137
18218,349055,945,2013,11,16,6,1,1,0,0,0,0,0,330,1,3045.881
18219,162332,942,2015,2,7,6,1,1,0,0,0,0,0,485,1,4987.1904
18220,466141,1035,2015,5,30,6,1,1,0,0,0,0,0,235,1,2123.7297
18221,331680,359,2014,11,24,1,0,1,0,0,0,0,1,690,1,8155.723
18222,29237,75,2013,8,20,2,0,1,0,0,0,0,0,574,1,4906.681
18223,125862,1010,2014,7,18,5,1,1,0,0,0,1,1,809,1,7396.0806
18224,399816,21,2014,11,20,4,0,1,0,0,0,0,0,367,1,3600.3735
18225,311497,29,2014,8,17,7,1,1,0,0,0,0,0,0,0,0.0
18226,74113,585,2015,7,7,2,0,1,0,0,0,0,0,737,1,6248.2964
18227,513088,80,2014,2,6,4,0,1,0,0,0,0,1,574,1,7650.8066
18228,521269,981,2014,12,10,3,0,1,0,0,0,0,0,646,1,7132.563
18229,35896,908,2014,5,18,7,1,1,0,0,0,0,0,0,0,0.0
18230,528605,728,2013,10,2,3,0,1,0,0,0,0,0,492,1,4690.4985
18231,123314,19,2014,8,8,5,1,1,0,0,0,1,1,657,1,7239.2456
18232,3157,738,2013,10,22,2,0,1,0,0,0,1,1,602,1,7849.72
18233,604919,740,2014,12,30,2,0,1,0,0,0,1,0,555,1,7060.6274
18234,528573,343,2013,11,23,6,1,1,0,0,0,0,0,657,1,5757.249
18235,693916,607,2014,8,3,7,1,1,0,0,0,0,0,0,0,0.0
18236,560637,19,2014,5,31,6,1,1,0,0,0,0,0,496,1,5229.023
18237,646210,280,2013,11,10,7,1,1,0,0,0,0,0,0,0,0.0
18238,707906,266,2015,4,8,3,0,1,0,0,0,1,0,547,1,4415.8213
18239,711662,927,2015,5,15,5,1,1,0,0,0,0,0,955,1,6547.6675
18240,244331,278,2014,6,30,1,0,1,0,0,0,0,1,1198,1,18712.062
18241,512140,548,2013,1,30,3,0,1,0,0,0,0,0,328,1,3755.0854
18242,636736,109,2014,12,27,6,1,1,0,0,0,0,0,760,1,7116.1177
18243,646367,85,2014,5,9,5,1,1,0,0,0,0,1,967,1,7231.443
18244,59536,460,2013,6,1,6,1,1,0,0,0,0,0,193,1,1663.4083
18245,382351,148,2013,5,10,5,1,1,0,0,0,1,0,882,1,7887.402
18246,674791,500,2013,5,28,2,0,1,0,0,0,1,1,288,1,3979.0835
18247,160828,643,2013,10,6,7,1,1,0,0,0,0,0,0,0,0.0
18248,302587,131,2013,1,31,4,0,1,0,0,0,0,0,512,1,4672.326
18249,308530,867,2013,3,24,7,1,1,0,0,0,0,0,148,1,1293.9268
18250,15072,325,2014,6,10,2,0,1,0,0,0,1,0,635,1,5794.7607
18251,246820,126,2013,7,1,1,0,1,0,0,0,0,1,796,1,9856.653
18252,651049,456,2014,4,15,2,0,1,0,0,0,1,1,1118,1,9365.793
18253,512081,532,2013,11,7,4,0,1,0,0,0,0,1,1365,1,11801.448
18254,154460,1046,2013,3,10,7,1,1,0,0,0,0,0,0,0,0.0
18255,489217,940,2013,6,10,1,0,1,0,0,0,0,0,758,1,6953.613
18256,522948,756,2014,6,22,7,1,1,0,0,0,0,0,0,0,0.0
18257,77105,62,2015,4,10,5,1,1,0,0,0,1,0,695,1,6864.0845
18258,221272,831,2013,7,12,5,1,1,0,0,0,0,0,1349,1,10518.352
18259,258475,894,2013,1,3,4,0,1,0,0,0,1,0,859,1,6672.571
18260,621307,65,2015,6,1,1,0,1,0,0,0,0,1,635,1,8426.29
18261,148308,229,2013,11,20,3,0,1,0,0,0,0,1,710,1,8453.053
18262,663449,513,2015,6,13,6,1,1,0,0,0,0,0,1713,1,13079.714
18263,289738,81,2013,1,24,4,0,1,0,0,0,0,1,424,1,4942.783
18264,677777,1033,2013,4,4,4,0,1,0,0,0,1,0,1321,1,12119.319
18265,565655,750,2015,3,15,7,1,1,0,0,0,0,0,0,0,0.0
18266,589029,607,2013,1,11,5,1,1,0,0,0,0,1,528,1,4839.4536
18267,616456,213,2015,5,18,1,0,1,0,0,0,0,1,790,1,11652.638
18268,302789,907,2014,6,17,2,0,1,0,0,0,0,1,958,1,8524.592
18269,235427,584,2015,5,8,5,1,1,0,0,0,0,1,479,1,5553.6924
18270,608541,789,2014,10,31,5,1,1,0,0,0,0,0,590,1,5875.376
18271,606280,133,2015,6,14,7,1,1,0,0,0,0,0,0,0,0.0
18272,54933,246,2014,12,15,1,0,1,0,0,0,0,1,1284,1,14549.524
18273,667733,440,2015,2,1,7,1,1,0,0,0,0,0,0,0,0.0
18274,448578,720,2015,5,27,3,0,1,0,0,0,0,0,680,1,6881.069
18275,498019,909,2015,1,20,2,0,1,0,0,0,0,0,811,1,6034.1997
18276,585388,785,2014,3,15,6,1,1,0,0,0,0,0,601,1,6004.7744
18277,276111,779,2013,5,3,5,1,1,0,0,0,0,1,870,1,7511.015
18278,359647,69,2014,4,6,7,1,1,0,0,0,0,0,0,0,0.0
18279,707681,41,2013,4,1,1,0,0,0,1,0,1,0,0,0,0.0
18280,445731,397,2014,1,22,3,0,1,0,0,0,0,1,764,1,6663.518
18281,327533,352,2014,11,10,1,0,1,0,0,0,0,1,679,1,8221.298
18282,40604,27,2013,2,7,4,0,1,0,0,0,0,1,1162,1,10535.921
18283,507771,696,2014,3,15,6,1,1,0,0,0,0,0,710,1,6874.671
18284,143125,19,2015,2,20,5,1,1,0,0,0,0,1,673,1,6969.607
18285,689309,596,2014,4,16,3,0,1,0,0,0,1,1,915,1,7419.3867
18286,125313,174,2014,5,24,6,1,1,0,0,0,0,0,539,1,5900.3413
18287,500477,826,2014,8,14,4,0,1,0,0,0,1,0,707,1,6814.983
18288,689518,408,2013,3,23,6,1,1,0,0,0,0,0,517,1,5088.585
18289,105601,71,2015,1,6,2,0,1,0,0,0,1,1,821,1,9048.353
18290,168026,1053,2013,3,22,5,1,1,0,0,0,1,1,995,1,8236.756
18291,632020,859,2015,4,30,4,0,1,0,0,0,0,1,919,1,8926.141
18292,456365,442,2013,9,20,5,1,1,0,0,0,0,0,382,1,3380.1738
18293,706191,941,2015,7,4,6,1,1,0,0,0,0,0,441,1,4565.1865
18294,219449,440,2014,5,13,2,0,1,0,0,0,0,0,555,1,4613.041
18295,125193,1097,2015,5,14,4,0,0,1,0,0,0,0,2987,1,15483.182
18296,258588,432,2014,4,15,2,0,1,0,0,0,0,1,2000,1,14669.953
18297,676018,689,2014,9,8,1,0,1,0,0,0,0,0,640,1,5503.169
18298,593153,389,2014,1,20,1,0,1,0,0,0,0,1,1519,1,15091.802
18299,156923,110,2014,1,8,3,0,1,0,0,0,0,1,577,1,5905.7446
18300,252317,499,2013,1,22,2,0,1,0,0,0,0,1,602,1,5574.4146
18301,477359,1076,2014,6,12,4,0,1,0,0,0,0,0,524,1,4381.1753
18302,491924,602,2015,4,1,3,0,1,0,0,0,1,1,772,1,9099.067
18303,170783,256,2013,12,20,5,1,1,0,0,0,0,1,1943,1,16848.416
18304,663120,793,2014,2,23,7,1,1,0,0,0,0,0,0,0,0.0
18305,570707,1102,2013,5,14,2,0,1,0,0,0,0,1,826,1,8089.1226
18306,158215,403,2013,3,26,2,0,1,0,0,0,1,1,932,1,9534.371
18307,496073,418,2014,7,29,2,0,1,0,0,0,1,1,539,1,5843.0693
18308,73168,87,2014,2,13,4,0,1,0,0,0,0,0,770,1,5223.446
18309,217472,30,2014,12,11,4,0,1,0,0,0,0,0,578,1,5367.6177
18310,234486,495,2015,3,28,6,1,1,0,0,0,0,0,373,1,4284.6104
18311,566256,519,2014,10,18,6,1,1,0,0,0,0,0,507,1,4645.6304
18312,135638,97,2014,4,28,1,0,1,0,0,0,0,1,925,1,10652.732
18313,675165,558,2015,1,17,6,1,1,0,0,0,0,0,399,1,3069.7349
18314,496879,594,2014,11,2,7,1,1,0,0,0,0,0,0,0,0.0
18315,509175,885,2014,6,16,1,0,1,0,0,0,0,1,821,1,8993.21
18316,540499,1105,2015,6,20,6,1,1,0,0,0,0,0,570,1,5851.826
18317,141586,73,2013,3,20,3,0,1,0,0,0,0,1,505,1,4855.2393
18318,701958,856,2013,4,28,7,1,1,0,0,0,0,0,0,0,0.0
18319,504597,1069,2014,1,21,2,0,1,0,0,0,0,1,798,1,7164.708
18320,590551,404,2014,5,13,2,0,1,0,0,0,0,0,606,1,5216.7847
18321,346909,146,2013,2,5,2,0,1,0,0,0,0,1,683,1,8075.8228
18322,668416,647,2013,10,6,7,1,1,0,0,0,0,0,0,0,0.0
